"Case#","DATE OF OCCURRENCE","BLOCK","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","WARD","X COORDINATE","Y COORDINATE","LATITUDE","LONGITUDE","OBJECT TYPE"
"JE189497","4/04/2021 18:45","040XX W IRVING PARK RD","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1732","45","1148903","1926279","41.95364341","-87.72801475","P"
"JE129064","2/01/2021 10:45","007XX E 87TH PL","OTHER OFFENSE","HARASSMENT BY TELEPHONE","ALLEY","N","Y","632","8","1182738","1847126","41.73571962","-87.60609893","P"
"JE128967","2/01/2021 8:50","074XX S SOUTH SHORE DR","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","334","7","1195822","1856552","41.76127191","-87.5578537","P"
"JE129864","2/01/2021 23:30","094XX S COTTAGE GROVE AVE","THEFT","$500 AND UNDER","GAS STATION","N","N","633","9","1183219","1842284","41.72242145","-87.60448695","P"
"JE129101","2/01/2021 10:00","001XX N DESPLAINES ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","121","42","1171908","1901062","41.88396972","-87.64419128","P"
"JE188845","4/04/2021 1:20","054XX S MORGAN ST","ROBBERY","ARMED - HANDGUN","STREET","N","Y","934","20","1170566","1868906","41.79576025","-87.65005855","P"
"JE171432","03/17/2021 12:20:00 PM","038XX S INDIANA AVE","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","212","3","1178232","1879506","41.82467693","-87.62162525","P"
"JE129618","2/01/2021 3:00","014XX W 73RD ST","BURGLARY","FORCIBLE ENTRY","RESIDENCE","N","N","734","17","1167634","1856329","41.76131084","-87.66117082","P"
"JD396615","10/09/2020 0:00","009XX E 75TH ST","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","VACANT LOT / LAND","N","N","323","8","1183963","1855484","41.75862636","-87.60135055","P"
"JE128867","2/01/2021 6:30","015XX W 80TH ST","THEFT","$500 AND UNDER","APARTMENT","N","N","612","21","1167596","1851683","41.74856239","-87.66144308","P"
"JE130617","2/01/2021 12:00","044XX S PULASKI RD","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","BANK","N","N","821","14","1150424","1874895","41.81261053","-87.72376507","P"
"JE128943","2/01/2021 0:01","036XX N HAMLIN AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1732","30","1150413","1923909","41.94711055","-87.72252589","P"
"JE129492","2/01/2021 17:06","072XX S WESTERN AVE","BATTERY","SIMPLE","AUTO / BOAT / RV DEALERSHIP","N","N","832","18","1161631","1856498","41.76190121","-87.68316772","P"
"JE121979","01/24/2021 01:11:00 PM","033XX N CLARK ST","BURGLARY","HOME INVASION","APARTMENT","Y","N","1924","44","1169340","1922489","41.94282282","-87.65299704","P"
"JE130464","2/01/2021 14:35","007XX E 63RD ST","SEX OFFENSE","PUBLIC INDECENCY","LIBRARY","N","N","312","20","1182389","1863404","41.78039622","-87.60687392","P"
"JE130005","2/01/2021 20:00","056XX S MAY ST","THEFT","$500 AND UNDER","RESIDENCE","N","N","712","16","1169615","1867359","41.7915358","-87.65359076","P"
"JE129391","2/01/2021 3:30","060XX S HARPER AVE","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT","N","Y","314","5","1187484","1865036","41.78475493","-87.5881432","P"
"JE171980","03/17/2021 08:00:00 AM","084XX S KINGSTON AVE","THEFT","$500 AND UNDER","STREET","N","Y","423","7","1194637","1849410","41.74170293","-87.56243127","P"
"JE129105","2/01/2021 12:00","0000X W TERMINAL ST","CONCEALED CARRY LICENSE VIOLATION","PROHIBITED PLACES","AIRPORT TERMINAL UPPER LEVEL - SECURE AREA","Y","N","1653","41","1101811","1934419","41.97676298","-87.90098372","P"
"JE165928","3/11/2021 13:30","067XX S THROOP ST","THEFT","$500 AND UNDER","STREET","N","Y","724","17","1168822","1860000","41.77135898","-87.65671087","P"
"JE223973","5/08/2021 17:00","078XX S LOOMIS BLVD","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","612","17","1168356","1852866","41.75179239","-87.65862418","P"
"JE188828","4/04/2021 0:59","074XX S ABERDEEN ST","OTHER OFFENSE","TELEPHONE THREAT","STREET","N","Y","733","17","1170269","1855586","41.75921504","-87.65153492","P"
"JE130059","2/01/2021 23:00","052XX S WOODLAWN AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","233","5","1185111","1870747","41.80048248","-87.59666406","P"
"JE129065","2/01/2021 11:07","011XX N HAMLIN AVE","NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS","STREET","Y","N","1112","27","1150842","1907241","41.90136369","-87.72138622","P"
"JE129379","2/01/2021 15:45","012XX N WELLS ST","BATTERY","SIMPLE","STREET","Y","N","1821","2","1174483","1908628","41.90467411","-87.63450941","P"
"JE128788","2/01/2021 3:03","064XX S DR MARTIN LUTHER KING JR DR","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","APARTMENT","N","N","312","20","1180029","1862337","41.77752265","-87.61555865","P"
"JE129526","2/01/2021 9:00","054XX S WENTWORTH AVE","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","COMMERCIAL / BUSINESS OFFICE","N","N","225","3","1175887","1869033","41.79599104","-87.63054249","P"
"JE129720","2/01/2021 21:03","024XX N KILBOURN AVE","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","2521","31","1145974","1916064","41.9256688","-87.73904248","P"
"JE223180","5/08/2021 0:33","073XX S SACRAMENTO AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","835","18","1157643","1855842","41.76018283","-87.69780207","P"
"JE128945","2/01/2021 1:41","001XX N AUSTIN BLVD","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","N","N","1512","29","1136356","1900519","41.88318889","-87.77475623","P"
"JE129331","2/01/2021 14:00","007XX N MAYFIELD AVE","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","STREET","N","N","1511","29","1137020","1904133","41.89309429","-87.77223117","P"
"JE129773","2/01/2021 22:28","095XX S AVALON AVE","OTHER OFFENSE","OBSCENE TELEPHONE CALLS","APARTMENT","N","N","511","8","1186214","1841756","41.72090245","-87.59353341","P"
"JE129164","2/01/2021 12:30","005XX W 43RD ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESTAURANT","N","Y","925","11","1173224","1876404","41.81627713","-87.6400898","P"
"JE171979","03/17/2021 09:30:00 PM","026XX E 74TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","334","7","1195009","1856570","41.76134138","-87.56083276","P"
"JE130121","2/01/2021 18:00","067XX N CALIFORNIA AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2412","50","1156439","1944692","42.00402021","-87.69981092","P"
"JE130605","2/01/2021 13:23","095XX S AVALON AVE","THEFT","OVER $500","RESIDENCE","N","N","511","8","1186206","1841993","41.72155299","-87.59355525","P"
"JE171841","03/17/2021 06:40:00 PM","003XX E 134TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","533","9","1180976","1816543","41.65183633","-87.61349054","P"
"JE129166","2/01/2021 12:34","078XX S COTTAGE GROVE AVE","BATTERY","SIMPLE","SIDEWALK","N","N","624","6","1182925","1853129","41.75218817","-87.60522775","P"
"JE129788","2/01/2021 19:54","047XX S LAKE PARK AVE","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","STREET","Y","N","222","4","1186364","1873970","41.80929706","-87.59196703","P"
"JE129794","2/01/2021 23:27","068XX S COTTAGE GROVE AVE","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","321","20","1182736","1859867","41.77068231","-87.60571149","P"
"JE129180","2/01/2021 12:43","079XX S KEDZIE AVE","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","Y","Y","835","18","1156427","1851731","41.74892616","-87.70236927","P"
"JE129809","2/01/2021 23:40","108XX S HOXIE AVE","ASSAULT","SIMPLE","APARTMENT","Y","Y","434","10","1195236","1833749","41.69871296","-87.56075153","P"
"JE129050","2/01/2021 11:00","031XX W FILLMORE ST","NARCOTICS","POSSESS - HEROIN (WHITE)","SIDEWALK","Y","N","1134","24","1155438","1895201","41.86823355","-87.70482847","P"
"JE189420","4/04/2021 16:12","001XX N MICHIGAN AVE","NARCOTICS","POSSESS - SYNTHETIC DRUGS","STREET","Y","N","114","42","1177273","1901473","41.88497762","-87.6244782","P"
"JE130042","2/01/2021 14:00","031XX N LAKE SHORE DR","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","APARTMENT","N","N","1934","44","1173592","1920773","41.93802038","-87.63742025","P"
"JE129733","2/01/2021 20:33","098XX S BISHOP FORD EXPY IB","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","VEHICLE NON-COMMERCIAL","Y","N","511","21","1178136","1839933","41.71608658","-87.6231762","P"
"JE130249","2/01/2021 19:00","043XX W MC LEAN AVE","ASSAULT","SIMPLE","STREET","N","N","2522","35","1147147","1913271","41.91798215","-87.73480389","P"
"JE132041","2/01/2021 12:00","006XX W GRACE ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1925","46","1171093","1925845","41.95199344","-87.64645513","P"
"JD464424","12/20/2020 12:06:00 PM","051XX N LINCOLN AVE","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","DRUG STORE","Y","N","2031","40","1158555","1934254","41.97533468","-87.69231358","P"
"JE129274","2/01/2021 13:42","033XX W BELMONT AVE","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","Y","N","1733","35","1153744","1921087","41.93930098","-87.71035737","P"
"JE188978","4/04/2021 6:45","029XX W HARRISON ST","BATTERY","DOMESTIC BATTERY SIMPLE","CHA PARKING LOT / GROUNDS","N","Y","1135","27","1156862","1897226","41.87376163","-87.69954577","P"
"JE176615","3/07/2021 9:00","030XX S AVERS AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1031","22","1151192","1884052","41.83772359","-87.7207085","P"
"JE189356","4/04/2021 15:46","036XX W GARFIELD SQUARE DR","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","RESIDENCE","N","Y","1122","27","1152174","1903256","41.89040228","-87.71659884","P"
"JE129360","2/01/2021 15:33","071XX S MARSHFIELD AVE","WEAPONS VIOLATION","UNLAWFUL USE - HANDGUN","SIDEWALK","Y","N","735","17","1166576","1857447","41.7644014","-87.66501665","P"
"JE129308","2/01/2021 14:40","081XX W ADDISON ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1631","38","1121352","1922934","41.94495363","-87.82936943","P"
"JE129587","2/01/2021 18:35","004XX E 103RD ST","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SMALL RETAIL STORE","Y","N","511","9","1180815","1836761","41.70732114","-87.61346154","P"
"JE129785","2/01/2021 22:58","057XX N NAGLE AVE","CRIMINAL TRESPASS","TO VEHICLE","VEHICLE NON-COMMERCIAL","N","N","1612","41","1132598","1937755","41.98543506","-87.78768584","P"
"JD374732","09/21/2020 02:13:00 PM","016XX N KEDZIE AVE","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER","SIDEWALK","Y","N","1421","26","1154792","1910667","41.91068671","-87.70678549","P"
"JE129570","2/01/2021 15:30","101XX S CRANDON AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","431","7","1193499","1838158","41.71085429","-87.56696781","P"
"JE128831","2/01/2021 4:53","036XX N ASHLAND AVE","BURGLARY","FORCIBLE ENTRY","RESTAURANT","N","N","1922","44","1165009","1924153","41.94748214","-87.66886806","P"
"JE129619","2/01/2021 0:00","105XX S WABASH AVE","OTHER OFFENSE","TELEPHONE THREAT","OTHER (SPECIFY)","N","Y","512","9","1178437","1835173","41.70301767","-87.62221776","P"
"JE129111","2/01/2021 11:41","072XX S CALIFORNIA AVE","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","N","Y","831","18","1158957","1856595","41.76222244","-87.69296566","P"
"JE130973","2/01/2021 3:00","027XX N HAMPDEN CT","THEFT","$500 AND UNDER","APARTMENT","N","N","1935","43","1172297","1918564","41.93198755","-87.64224504","P"
"JE129691","2/01/2021 20:00","014XX E 75TH ST","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","NURSING / RETIREMENT HOME","N","N","324","8","1187300","1855554","41.75873988","-87.58911863","P"
"JE129973","2/01/2021 18:00","017XX N CICERO AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2533","37","1144138","1910955","41.9116839","-87.74591752","P"
"JE129751","2/01/2021 21:30","053XX W PENSACOLA AVE","BATTERY","SIMPLE","STREET","N","N","1624","38","1139878","1928403","41.95964199","-87.76113984","P"
"JE130602","2/01/2021 14:00","013XX W 13TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","1233","25","1167722","1894186","41.86519265","-87.65976076","P"
"JD455016","12/10/2020 10:30","055XX W GRAND AVE","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER","POLICE FACILITY / VEHICLE PARKING LOT","Y","N","2515","37","1138788","1913480","41.91871165","-87.76551063","P"
"JE188862","4/04/2021 1:38","064XX S DR MARTIN LUTHER KING JR DR","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","312","20","1180029","1862350","41.77755833","-87.61555825","P"
"JE129551","2/01/2021 17:30","026XX N CLYBOURN AVE","BATTERY","SIMPLE","GROCERY FOOD STORE","N","N","1931","32","1163560","1917417","41.92902888","-87.67438453","P"
"JE131055","2/01/2021 0:00","061XX S KENWOOD AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","314","20","1186131","1864480","41.78326129","-87.59312134","P"
"JE129638","2/01/2021 19:00","019XX S HARDING AVE","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","APARTMENT","N","Y","1014","24","1150366","1890159","41.85449809","-87.72358039","P"
"JE130164","2/01/2021 22:30","003XX N CENTRAL AVE","THEFT","$500 AND UNDER","CTA PLATFORM","N","N","1512","29","1138977","1901868","41.8868435","-87.76509882","P"
"JE129382","2/01/2021 15:22","020XX W RASCHER AVE","CRIMINAL DAMAGE","TO PROPERTY","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2012","40","1161785","1936186","41.98056923","-87.68038159","P"
"JE129576","2/01/2021 18:30","080XX S DANTE AVE","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","411","8","1187247","1852032","41.74907644","-87.58942448","P"
"JE129776","2/01/2021 14:52","070XX W BELDEN AVE","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","N","2512","29","1129055","1914294","41.92111664","-87.80125273","P"
"JE129134","2/01/2021 10:00","096XX S DAMEN AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","2213","19","1164718","1840804","41.71876994","-87.6722953","P"
"JE171242","03/17/2021 09:20:00 AM","015XX S SAWYER AVE","ASSAULT","SIMPLE","STREET","N","N","1022","24","1154947","1892271","41.86020316","-87.70670955","P"
"JE190404","4/04/2021 12:00","101XX S UNION AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","2232","34","1173429","1837626","41.70986108","-87.64048355","P"
"JE189137","4/04/2021 10:30","107XX S EGGLESTON AVE","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","RESIDENCE","N","N","2233","34","1175194","1833638","41.69887828","-87.63413845","P"
"JE132292","2/01/2021 10:00","049XX W CONCORD PL","THEFT","$500 AND UNDER","STREET","N","N","2533","37","1142966","1910511","41.91048746","-87.75023423","P"
"JE129680","2/01/2021 19:32","003XX W GARFIELD BLVD","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","711","3","1174678","1868345","41.79413013","-87.63499643","P"
"JE129456","2/01/2021 16:38","061XX S CARPENTER ST","ROBBERY","ATTEMPT ARMED - HANDGUN","STREET","N","N","712","16","1170368","1864018","41.78235134","-87.6509269","P"
"JE131209","2/01/2021 21:00","036XX N DAMEN AVE","THEFT","$500 AND UNDER","STREET","N","N","1921","47","1162364","1924325","41.94800997","-87.67858557","P"
"JE129556","2/01/2021 18:00","055XX W NORTH AVE","ASSAULT","SIMPLE","COMMERCIAL / BUSINESS OFFICE","N","N","2532","37","1139133","1910087","41.9093946","-87.76432576","P"
"JE128947","2/01/2021 9:05","057XX S CICERO AVE","CONCEALED CARRY LICENSE VIOLATION","PROHIBITED PLACES","AIRPORT BUILDING NON-TERMINAL - SECURE AREA","Y","N","813","23","1145654","1866253","41.78898704","-87.74147999","P"
"JE171390","03/17/2021 11:49:00 AM","077XX S YATES BLVD","BATTERY","SIMPLE","SIDEWALK","N","N","421","7","1193544","1854037","41.7544266","-87.56628477","P"
"JE176387","03/15/2021 12:00:00 PM","015XX W 86TH ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","614","21","1167669","1847703","41.73763914","-87.66128948","P"
"JE129760","2/01/2021 21:50","013XX W 15TH ST","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","CHA HALLWAY / STAIRWELL / ELEVATOR","N","Y","1233","25","1167637","1892859","41.86155308","-87.66011099","P"
"JE129931","2/01/2021 20:30","019XX W WABANSIA AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1434","32","1163325","1911334","41.91234168","-87.67541957","P"
"JE129208","2/01/2021 13:00","050XX N WESTERN AVE","BATTERY","SIMPLE","STREET","N","N","2031","40","1159444","1933536","41.97334615","-87.68906427","P"
"JE129627","2/01/2021 17:35","046XX S DREXEL BLVD","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","222","4","1183101","1874456","41.8107073","-87.60391984","P"
"JD456534","12/11/2020 15:00","040XX W MAYPOLE AVE","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","Y","N","1114","28","1149214","1901142","41.8846591","-87.72752425","P"
"JE189035","4/04/2021 9:14","053XX N MULLIGAN AVE","DECEPTIVE PRACTICE","THEFT OF LABOR / SERVICES","TAXICAB","N","N","1622","45","1132907","1935154","41.97829227","-87.7866104","P"
"JE129769","2/01/2021 22:46","004XX E OAKWOOD BLVD","OTHER OFFENSE","FALSE / STOLEN / ALTERED TRP","STREET","N","N","214","3","1179759","1878783","41.82265812","-87.61604535","P"
"JE172150","03/17/2021 09:00:00 PM","042XX W WILCOX ST","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1115","28","1148153","1898999","41.87879896","-87.73147561","P"
"JE129280","2/01/2021 0:30","037XX W NORTH AVE","ROBBERY","STRONG ARM - NO WEAPON","STREET","N","N","2535","26","1150976","1910368","41.90994186","-87.72081201","P"
"JE135133","01/27/2021 03:26:00 PM","046XX N BEACON ST","THEFT","FROM BUILDING","APARTMENT","N","N","1913","46","0","0","","","P"
"JE129297","2/01/2021 3:00","030XX W FLOURNOY ST","THEFT","$500 AND UNDER","STREET","N","N","1134","28","1156162","1896877","41.87281809","-87.70212526","P"
"JE128884","2/01/2021 8:15","068XX S MORGAN ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","724","6","1170824","1859473","41.76986937","-87.6493876","P"
"JE128845","2/01/2021 5:40","024XX S ARCHER AVE","BATTERY","SIMPLE","GAS STATION","N","N","914","11","1171590","1887793","41.8475656","-87.64574925","P"
"JE189673","4/04/2021 22:30","055XX N SHERIDAN RD","THEFT","OVER $500","STREET","N","N","2023","48","1168632","1937168","41.98311787","-87.65517226","P"
"JE129741","2/01/2021 21:53","0000X N HOMAN BLVD","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1123","28","1153719","1899892","41.88114052","-87.71101443","P"
"JE129053","2/01/2021 10:38","049XX W HUBBARD ST","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","SIDEWALK","Y","N","1532","37","1143291","1902558","41.88865746","-87.7492392","P"
"JE129655","2/01/2021 14:00","016XX S MICHIGAN AVE","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","131","3","1177485","1892305","41.85981528","-87.62397793","P"
"JE129700","2/01/2021 18:00","079XX S EXCHANGE AVE","ROBBERY","ARMED - HANDGUN","SIDEWALK","N","N","422","7","1197209","1852947","41.75134511","-87.55289022","P"
"JE129141","2/01/2021 10:30","027XX S CENTRAL PARK AVE","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","RESIDENCE","Y","Y","1032","22","1152813","1885534","41.8417585","-87.71472111","P"
"JE128849","2/01/2021 7:15","011XX W WILSON AVE","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1913","46","1167622","1930696","41.96538039","-87.65907415","P"
"JE171182","03/17/2021 07:25:00 AM","018XX N DRAKE AVE","BATTERY","AGGRAVATED - HANDGUN","RESIDENCE - PORCH / HALLWAY","N","N","1422","1","1152528","1912033","41.91448022","-87.71506647","P"
"JE129175","2/01/2021 12:10","0000X W JACKSON BLVD","DECEPTIVE PRACTICE","THEFT OF LABOR / SERVICES","CONVENIENCE STORE","Y","N","113","42","1176338","1898987","41.87817703","-87.62798666","P"
"JE129238","2/01/2021 13:40","039XX W GLADYS AVE","NARCOTICS","POSSESS - HEROIN (WHITE)","SIDEWALK","Y","N","1132","28","1150085","1898062","41.87619033","-87.72440603","P"
"JE128825","2/01/2021 6:43","047XX W FULTON ST","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE - PORCH / HALLWAY","N","N","1113","28","1144667","1901370","41.88537163","-87.74421591","P"
"JE128805","2/01/2021 5:00","081XX S PAULINA ST","BATTERY","SIMPLE","APARTMENT","N","Y","614","21","1166429","1850640","41.74572518","-87.66574904","P"
"JE130095","2/01/2021 14:00","051XX N LINCOLN AVE","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2031","40","1158555","1934254","41.97533468","-87.69231358","P"
